"Year","GDP","Population","CPI","Region","NationalCPI","Employment","rGDPpc","rGDPwk","GDPpc","rGDP","Inflation"
1966,191.284635083729,108500,13.9294757396064,"Prince Edward Island",12.7737226277372,34904.8127748747,13801.7090224994,42901.9756845427,1762.99202842146,1497.48542894119,NA
1967,193.43709256425,109000,14.3625164361745,"Prince Edward Island",13.2116788321168,35100.5965215891,13432.4505455433,41712.5990597817,1774.65222536009,1464.13710946422,NA
1968,210.626680353092,110000,14.9399040315986,"Prince Edward Island",13.7226277372263,35432.4943374197,13953.5083212638,43318.5962219445,1914.78800320993,1534.88591533902,NA
1969,235.351122326065,111000,15.5172916270227,"Prince Edward Island",14.3795620437956,36093.4176316212,14745.0970680344,45346.3784243561,2120.2803813159,1636.70577455182,NA
1970,258.98855973895,110000,16.0225057730188,"Prince Edward Island",14.8175182481752,35814.7470078279,15889.5802437242,48802.6294427723,2354.44145217227,1747.85382680966,NA
1971,276.205272521701,112591,16.2390261213028,"Prince Edward Island",15.2554744525547,36117.5157426108,16080.61185318,50128.9230982561,2453.17363307637,1810.53216916139,NA
1972,307.459099484743,113460,16.960760615583,"Prince Edward Island",15.985401459854,36945.0527621458,16952.0031316369,52060.4013668164,2709.84575607917,1923.37427531552,NA
1973,395.400615217132,114620,18.1877092558592,"Prince Edward Island",17.2262773722628,39048.42019612,20025.5983236971,58781.7399099346,3449.66511269527,2295.33407986216,NA
1974,455.800538832992,115962,20.0642189409875,"Prince Edward Island",19.1240875912409,41195.6532655131,20553.1510059428,57855.2421924181,3930.60260113651,2383.38449695114,NA
1975,495.314958915524,117724,22.3015958732559,"Prince Edward Island",21.1678832116788,41671.5617364358,19876.4583706094,56151.8716294157,4207.42549450855,2339.93618522162,NA
1976,613.374540225154,118648,24.1059321089562,"Prince Edward Island",22.7007299270073,43000,22773.2755852178,62837.2930612773,5169.69978613339,2702.00360163492,NA
1977,646.923827315842,119902,25.9824417940845,"Prince Edward Island",24.5255474452555,43600,21999.2568192274,60498.9653930963,5395.43816880321,2637.754891139,NA
1978,733.002960613448,121684,28.0754718274969,"Prince Edward Island",26.7153284671533,44900,22548.1924614293,61108.112505046,6023.82367947674,2743.75425147657,NA
1979,844.774034096223,122885,30.5293691080493,"Prince Edward Island",29.1970802919708,46400,23545.1932032352,62356.7040254216,6874.50896444825,2893.35106677956,NA
1980,908.898802773797,123735,33.6475707034083,"Prince Edward Island",32.1167883211679,47800,22871.3004661741,59204.6101084111,7345.52715701941,2829.98036318205,NA
1981,1074,123551,38.21609862219,"Prince Edward Island",36.1313868613139,47100,24058.768026846,63110.0817088078,8692.76654984581,2972.48484848485,NA
1982,1155,123588,41.9144307469181,"Prince Edward Island",40.0729927007299,46600,23321.3615978774,61850.6531579071,9345.56753082824,2882.24043715847,NA
1983,1337,125102,44.0174039158811,"Prince Edward Island",42.4087591240876,48800,25200.6410961427,64603.4959510172,10687.279180189,3152.65060240964,NA
1984,1379,126563,45.9028281363307,"Prince Edward Island",44.2335766423358,49500,24632.3274110555,62980.631396473,10895.7594241603,3117.54125412541,NA
1985,1440,127619,47.5707034082669,"Prince Edward Island",45.985401459854,50700,24537.3225885532,61763.8771484925,11283.5862998456,3131.42857142857,NA
1986,1674,128436,48.5859318346628,"Prince Edward Island",47.8832116788321,52300,27219.8300909478,66845.2408711468,13033.728861067,3496.00609756098,NA
1987,1774,128641,50.3263234227701,"Prince Edward Island",50,53400,27580.6313694701,66441.9475655431,13790.315684735,3548,NA
1988,1946,129289,52.1392313270486,"Prince Edward Island",51.970802919708,54600,28961.5521224509,68578.9397868049,15051.5511760475,3744.41011235955,NA
1989,2095,130153,54.0971718636693,"Prince Edward Island",54.5985401459854,55000,29481.4482223328,69765.4350996597,16096.4403432883,3837.09893048128,NA
1990,2184,130404,56.8527918781726,"Prince Edward Island",57.2262773722628,55100,29266.1925357241,69263.6764324605,16747.952516794,3816.42857142857,NA
1991,2263,130369,61.1312545322698,"Prince Edward Island",60.4379562043796,53400,28721.0590615274,70118.6469811287,17358.4210970399,3744.33574879227,NA
1992,2308,130827,61.6388687454677,"Prince Edward Island",61.3138686131387,53700,28772.6394034725,70097.5436729627,17641.6183203773,3764.23809523809,NA
1993,2493,132177,62.7991298042059,"Prince Edward Island",62.4817518248175,54600,30186.5298294789,73076.2811954401,18861.0726525795,3989.96495327103,NA
1994,2547,133437,62.6540971718637,"Prince Edward Island",62.5547445255474,55700,30513.5277741626,73099.3465996577,19087.6593448594,4071.63360560093,NA
1995,2676,134415,63.6693255982596,"Prince Edward Island",63.941605839416,57200,31135.4275426901,73165.53309704,19908.4923557639,4185.06849315069,NA
1996,2833,135737,64.8295866569978,"Prince Edward Island",64.8905109489051,58800,32163.7838103068,74248.5633173404,20871.2436550093,4365.81552305962,NA
1997,2843,136095,65.6272661348803,"Prince Edward Island",65.985401459854,58600,31658.2443224361,73524.3815880878,20889.8196113009,4308.52876106195,NA
1998,2983,135804,65.3372008701958,"Prince Edward Island",66.6423357664234,59600,32960.2487806746,75102.9131780325,21965.4796618656,4476.13362541073,NA
1999,3170,136281,66.1348803480783,"Prince Edward Island",67.8102189781022,60300,34302.7393796909,77525.8976020507,23260.7626888561,4674.81162540366,NA
2000,3394,136470,68.8179840464104,"Prince Edward Island",69.6350364963504,62800,35714.6862204992,77611.1979062346,24869.9347842017,4873.98322851153,NA
2001,3458,136667,70.6308919506889,"Prince Edward Island",71.3868613138686,63800,35444.0254769392,75925.2136341199,25302.3773112748,4844.02862985685,NA
2002,3715,136882,72.5163161711385,"Prince Edward Island",72.992700729927,64700,37182.0253941351,78663.8330757341,27140.1645212665,5089.55,NA
2003,3810,137231,75.0543872371284,"Prince Edward Island",75.036496350365,66100,36999.8701669403,76815.8726608075,27763.4062274559,5077.52918287938,NA
2004,4039,137682,76.7222625090645,"Prince Edward Island",76.4233576642336,66600,38385.7979172609,79354.8562889537,29335.7156345782,5285.03342884432,NA
2005,4270,138067,79.1153009427121,"Prince Edward Island",78.1021897810219,67700,39598.1390316458,80756.2224768426,30927.0136962489,5467.19626168224,NA
2006,4436,137869,80.9282088469906,"Prince Edward Island",79.6350364963504,68000,40403.6619227518,81917.8303768804,32175.4709180454,5570.41246562786,NA
2007,4638,137709,82.3785351704133,"Prince Edward Island",81.3868613138686,68200,41382.251851218,83558.7759557093,33679.7159227066,5698.70852017937,NA
2008,4761,138736,85.2066715010877,"Prince Edward Island",83.2846715328467,68800,41204.4323351706,83089.2169251778,34316.976127321,5716.53812445224,NA
2009,4937,139873,85.0616388687455,"Prince Edward Island",83.5036496350365,68500,42269.1758492807,86311.1888111888,35296.3045048008,5912.31643356643,NA
2010,5231,141644,86.6569978245105,"Prince Edward Island",85.036496350365,70100,43429.1349781832,87752.8729650469,36930.6147807179,6151.47639484979,NA
2011,5432,143918,89.1950688905004,"Prince Edward Island",87.5182481751825,72100,43126.6803873733,86084.6822190013,37743.7151711391,6206.70558798999,NA
2012,5586,144415,91.0079767947788,"Prince Edward Island",88.8321167883212,72900,43543.0268907701,86258.7960004193,38680.192500779,6288.26622843057,NA
2013,5766,143942,92.8208846990573,"Prince Edward Island",89.6350364963504,73800,44689.8920606685,87164.6672492784,40057.8010587598,6432.75244299674,NA
2014,5858,144095,94.3437273386512,"Prince Edward Island",91.3868613138686,73300,44485.3174717115,87450.3659084074,40653.7353829071,6410.11182108626,NA
2015,6088,144636,93.7635968092821,"Prince Edward Island",92.4087591240876,72900,45549.6561242786,90372.017327725,42091.8720097348,6588.12006319115,NA
2016,6376,146891,94.8513415518492,"Prince Edward Island",93.7226277372263,72500,46313.6132200173,93835.2132345042,43406.3353098556,6803.05295950156,NA
2017,6790,149740,96.5917331399565,"Prince Edward Island",95.1824817518248,75000,47640.3475635887,95115.5419222904,45345.2651262188,7133.66564417178,NA
2018,6983,152259,98.8397389412618,"Prince Edward Island",97.3722627737226,77000,47100.314441916,93135.6724235285,45862.6419456321,7171.44677661169,NA
2019,7440,155792,100,"Prince Edward Island",99.2700729927007,79500,48107.1292643585,94273.0299667037,47755.9823354216,7494.70588235294,NA
2020,7461,159193,100,"Prince Edward Island",100,76800,46867.6386524533,97148.4375,46867.6386524533,7461,NA
2021,8567,162133,105.07614213198,"Prince Edward Island",103.357664233577,79900,51122.8035182527,103738.341712451,52839.3356071867,8288.69350282486,NA
2022,9461,167213,114.430746918057,"Prince Edward Island",110.36496350365,84200,51266.7491834782,101810.771154595,56580.5290258533,8572.46693121693,NA
2023,9924,173713,117.693981145758,"Prince Edward Island",114.671532846715,89000,49819.4372073932,97239.1448944707,57128.7123013246,8654.28389560789,NA
2024,NA,178550,NA,"Prince Edward Island",NA,NA,NA,NA,NA,NA,NA
1867,NA,364000,NA,"Nova Scotia",3.5240023179871,NA,NA,NA,NA,NA,NA
1868,NA,369000,NA,"Nova Scotia",3.5240023179871,NA,NA,NA,NA,NA,NA
1869,NA,374000,NA,"Nova Scotia",3.5240023179871,NA,NA,NA,NA,NA,NA
1870,NA,381000,NA,"Nova Scotia",3.5240023179871,NA,NA,NA,NA,NA,NA
1871,NA,388000,NA,"Nova Scotia",3.62845055668236,NA,NA,NA,NA,NA,NA
1872,NA,394000,NA,"Nova Scotia",3.96450225229915,NA,NA,NA,NA,NA,NA
1873,NA,4e+05,NA,"Nova Scotia",3.93271373209165,NA,NA,NA,NA,NA,NA
1874,NA,406000,NA,"Nova Scotia",3.82826549339639,NA,NA,NA,NA,NA,NA
1875,NA,411000,NA,"Nova Scotia",3.66023907688985,NA,NA,NA,NA,NA,NA
1876,NA,415000,NA,"Nova Scotia",3.66023907688985,NA,NA,NA,NA,NA,NA
1877,NA,420000,NA,"Nova Scotia",3.5240023179871,NA,NA,NA,NA,NA,NA
1878,NA,425000,NA,"Nova Scotia",3.45588365418665,NA,NA,NA,NA,NA,NA
1879,NA,430000,NA,"Nova Scotia",3.42409513397915,NA,NA,NA,NA,NA,NA
1880,NA,435000,NA,"Nova Scotia",3.5240023179871,NA,NA,NA,NA,NA,NA
1881,NA,441000,NA,"Nova Scotia",3.67947301684974,NA,NA,NA,NA,NA,NA
1882,NA,442000,NA,"Nova Scotia",3.9126790651437,NA,NA,NA,NA,NA,NA
1883,NA,443000,NA,"Nova Scotia",3.93859065872142,NA,NA,NA,NA,NA,NA
1884,NA,445000,NA,"Nova Scotia",3.44626696855578,NA,NA,NA,NA,NA,NA
1885,NA,446000,NA,"Nova Scotia",3.44626696855578,NA,NA,NA,NA,NA,NA
1886,NA,446000,NA,"Nova Scotia",3.42035480627991,NA,NA,NA,NA,NA,NA
1887,NA,446000,NA,"Nova Scotia",3.62764926099614,NA,NA,NA,NA,NA,NA
1888,NA,447000,NA,"Nova Scotia",3.47217856213351,NA,NA,NA,NA,NA,NA
1889,NA,448000,NA,"Nova Scotia",3.54991391156482,NA,NA,NA,NA,NA,NA
1890,NA,449000,NA,"Nova Scotia",3.47217856213351,NA,NA,NA,NA,NA,NA
1891,NA,450000,NA,"Nova Scotia",3.47217856213351,NA,NA,NA,NA,NA,NA
1892,NA,451000,NA,"Nova Scotia",3.47217856213351,NA,NA,NA,NA,NA,NA
1893,NA,452000,NA,"Nova Scotia",3.44626696855578,NA,NA,NA,NA,NA,NA
1894,NA,452000,NA,"Nova Scotia",3.16123716440823,NA,NA,NA,NA,NA,NA
1895,NA,452000,NA,"Nova Scotia",3.00576646554559,NA,NA,NA,NA,NA,NA
1896,NA,453000,NA,"Nova Scotia",3.16123716440823,NA,NA,NA,NA,NA,NA
1897,NA,454000,NA,"Nova Scotia",3.1871493266841,NA,NA,NA,NA,NA,NA
1898,NA,455000,NA,"Nova Scotia",3.31670786327087,NA,NA,NA,NA,NA,NA
1899,NA,457000,NA,"Nova Scotia",3.21306092026182,NA,NA,NA,NA,NA,NA
1900,NA,459000,NA,"Nova Scotia",3.31670786327087,NA,NA,NA,NA,NA,NA
1901,NA,460000,NA,"Nova Scotia",3.34261945684859,NA,NA,NA,NA,NA,NA
1902,NA,459000,NA,"Nova Scotia",3.39444321270219,NA,NA,NA,NA,NA,NA
1903,NA,460000,NA,"Nova Scotia",3.42035480627991,NA,NA,NA,NA,NA,NA
1904,NA,463000,NA,"Nova Scotia",3.47217856213351,NA,NA,NA,NA,NA,NA
1905,NA,464000,NA,"Nova Scotia",3.49809072440937,NA,NA,NA,NA,NA,NA
1906,NA,465000,NA,"Nova Scotia",3.57582550514255,NA,NA,NA,NA,NA,NA
1907,NA,475000,NA,"Nova Scotia",3.67947301684974,NA,NA,NA,NA,NA,NA
1908,NA,480000,NA,"Nova Scotia",3.75720836628106,NA,NA,NA,NA,NA,NA
1909,NA,483000,NA,"Nova Scotia",3.83494314701423,NA,NA,NA,NA,NA,NA
1910,NA,486000,NA,"Nova Scotia",3.93859065872142,NA,NA,NA,NA,NA,NA
1911,NA,492000,NA,"Nova Scotia",4.04223760173047,NA,NA,NA,NA,NA,NA
1912,NA,496000,NA,"Nova Scotia",4.22362046286897,NA,NA,NA,NA,NA,NA
1913,NA,504000,NA,"Nova Scotia",4.35317899945574,NA,NA,NA,NA,NA,NA
1914,NA,512000,NA,"Nova Scotia",4.37956204379562,NA,NA,NA,NA,NA,NA
1915,NA,511000,NA,"Nova Scotia",4.45255474452555,NA,NA,NA,NA,NA,NA
1916,NA,505000,NA,"Nova Scotia",4.89051094890511,NA,NA,NA,NA,NA,NA
1917,NA,503000,NA,"Nova Scotia",5.76642335766423,NA,NA,NA,NA,NA,NA
1918,NA,502000,NA,"Nova Scotia",6.4963503649635,NA,NA,NA,NA,NA,NA
1919,NA,507000,NA,"Nova Scotia",7.15328467153285,NA,NA,NA,NA,NA,NA
1920,NA,516000,NA,"Nova Scotia",8.32116788321168,NA,NA,NA,NA,NA,NA
1921,NA,523800,NA,"Nova Scotia",7.2992700729927,157903.073844882,NA,NA,NA,NA,NA
1922,NA,522000,NA,"Nova Scotia",6.71532846715328,154485.27621968,NA,NA,NA,NA,NA
1923,NA,518000,NA,"Nova Scotia",6.71532846715328,162508.083161034,NA,NA,NA,NA,NA
1924,NA,516000,NA,"Nova Scotia",6.56934306569343,152684.182796129,NA,NA,NA,NA,NA
1925,NA,515000,NA,"Nova Scotia",6.64233576642336,155512.362126977,NA,NA,NA,NA,NA
1926,176.123577005505,515000,8.30738386725248,"Nova Scotia",6.71532846715328,152044.523144339,5092.64036508109,17249.6169791461,341.98752816603,2622.70978801676,NA
1927,180.799922780124,515000,8.16164029063402,"Nova Scotia",6.64233576642336,159389.340412563,5285.30660853023,17077.2580923393,351.067811223541,2721.93290339307,NA
1928,196.124814957186,515000,8.38025565556172,"Nova Scotia",6.64233576642336,156018.300733422,5733.29769532369,18925.0126376949,380.824883412012,2952.6483130917,NA
1929,201.815308008228,515000,8.52599923218018,"Nova Scotia",6.71532846715328,159435.149629045,5835.52072543841,18849.6274541288,391.874384481995,3005.29317360078,NA
1930,191.245420925282,514000,7.94302492570632,"Nova Scotia",6.64233576642336,165468.182902405,5601.53561097268,17400.2593945093,372.072803356579,2879.18930403996,NA
1931,161.857905317151,512800,7.06856346599553,"Nova Scotia",5.98540145985401,166529.089237158,5273.42305954153,16238.6725185398,315.635540790077,2704.2113449329,NA
1932,132.579243704711,519000,6.26697379459398,"Nova Scotia",5.47445255474453,161168.521783243,4666.24441555436,15026.388682337,255.45133661794,2421.78085167271,NA
1933,129.000189967042,525000,6.12123021797552,"Nova Scotia",5.18248175182482,149969.196018923,4741.25446693086,16597.7991561988,245.714647556271,2489.1585951387,NA
1934,139.594911077145,531000,6.12123021797552,"Nova Scotia",5.25547445255474,169623.714560967,5002.22400543234,15659.2546847562,262.890604665057,2656.18094688457,NA
1935,152.519873502008,536000,6.33984558290321,"Nova Scotia",5.32846715328467,172509.515258785,5340.22251834365,16592.4718154724,284.552002802253,2862.3592698322,NA
1936,166.570900427002,543000,6.33984558290321,"Nova Scotia",5.4014598540146,179272.056889979,5679.21292083502,17201.8588368514,306.760405942913,3083.81261601341,NA
1937,188.772192502617,549000,6.48558915952168,"Nova Scotia",5.62043795620438,191444.071978165,6117.80341420258,17543.8917470387,343.847345177809,3358.67407439721,NA
1938,188.770879690609,555000,6.12123021797552,"Nova Scotia",5.62043795620438,181842.164991131,6051.62291274445,18470.1425917194,340.12771115425,3358.65071657317,NA
1939,194.800953447801,561000,6.26697379459398,"Nova Scotia",5.62043795620438,176721.026744579,6178.14445964969,19612.4881442259,347.238776199289,3465.93904186348,NA
1940,225.715488223603,569000,6.70420452444937,"Nova Scotia",5.83941605839416,181960.382178658,6793.28248827628,21242.9633832819,396.688028512483,3865.3777358292,NA
1941,270.577337775742,578000,6.9956916776863,"Nova Scotia",6.2043795620438,193054.487563253,7545.10386225864,22589.8402437116,468.126881964952,4361.07003238549,NA
1942,337.504275157634,591000,7.28717883092323,"Nova Scotia",6.42335766423358,200892.07049631,8890.57177676432,26154.9791740746,571.073223616978,5254.32792006771,NA
1943,391.947901954461,606000,7.4329224075417,"Nova Scotia",6.56934306569343,202884.21832732,9845.40934502405,29407.5020337902,646.77871609647,5966.31806308457,NA
1944,424.860536606918,611000,7.50579419585093,"Nova Scotia",6.64233576642336,205223.676954797,10468.4976016884,31167.2226594034,695.352760404122,6396.25203463163,NA
1945,446.67597135309,619000,7.57866598416016,"Nova Scotia",6.71532846715328,206622.209891056,10745.6992476247,32192.0273613704,721.609000570419,6651.58783427971,NA
1946,490.088476448049,608000,7.79728134908786,"Nova Scotia",6.86131386861314,204662.305181232,11747.9915441949,34900.3147039971,806.066573105344,7142.7788588705,NA
1947,505.486776696577,615000,8.45312744387095,"Nova Scotia",7.51824817518248,208362.993963436,10932.463242155,32268.0374572905,821.929718205816,6723.46489392534,NA
1948,520.95389017454,625000,9.4733324802002,"Nova Scotia",8.61313868613139,212862.770553893,9677.38073951349,28414.3767670477,833.526224279264,6048.36296219593,NA
1949,552.570232369787,629000,9.76481963343713,"Nova Scotia",8.90510948905109,209531.534176951,9865.01105510449,29614.1197936367,878.490035564049,6205.09195366072,NA
1950,584.068312083285,638000,9.98343499836483,"Nova Scotia",9.12408759124088,204745.565193081,10033.5246088288,31265.0908672728,915.467573798252,6401.3887004328,NA
1951,652.931951197064,642600,10.9307682463848,"Nova Scotia",10.0729927007299,206284.444329861,10087.1546879297,31422.658279063,1016.07835542649,6482.00560246361,NA
1952,714.78262687051,653000,11.295127187931,"Nova Scotia",10.3649635036496,199628.057404734,10560.7078792636,34544.9549267397,1094.61351741273,6896.14224515914,NA
1953,739.775694676934,663000,11.0765118230033,"Nova Scotia",10.2189781021898,199960.231910473,10918.9043493579,36203.3666117443,1115.80044445993,7239.23358362428,NA
1954,756.532364965233,673000,11.1493836113125,"Nova Scotia",10.2919708029197,193201.442982886,10922.295005979,38046.8407768312,1124.11941302412,7350.70453902389,NA
1955,798.173290905351,683000,11.2222553996218,"Nova Scotia",10.2919708029197,197918.022940374,11354.759545812,39184.4090526611,1168.62853719671,7755.30076978958,NA
1956,878.750498234225,694700,11.3679989762402,"Nova Scotia",10.4379562043796,203678.691256338,12118.6101620651,41333.7223823342,1264.93522129585,8418.79847958663,NA
1957,943.122624564056,701000,11.7323579177864,"Nova Scotia",10.8029197080292,205271.103550626,12454.003890704,42530.3736199301,1345.39604074758,8730.2567273835,NA
1958,947.819113749945,709000,12.0238450710233,"Nova Scotia",11.0948905109489,200132.031817252,12049.1443270491,42686.0370641645,1336.83937059231,8542.84332787779,NA
1959,1026.43188024338,719000,12.3153322242603,"Nova Scotia",11.1678832116788,205973.015586697,12782.9290493644,44621.9907025849,1427.58258726478,9190.92598649298,NA
1960,1081.24429666195,727000,12.4610758008787,"Nova Scotia",11.3138686131387,209861.933279481,13145.5356651451,45538.5323065394,1487.2686336478,9556.80442856046,NA
1961,1112.02388242442,737000,12.6068193774972,"Nova Scotia",11.4598540145985,217765.615792007,13166.4150491445,44560.0553417381,1508.85194358809,9703.64789121949,NA
1962,1178.44386554955,746000,12.7525629541157,"Nova Scotia",11.6058394160584,218993.446381638,13611.1091085612,46366.1701423318,1579.68346588411,10153.8873949867,NA
1963,1232.40284936807,751000,12.8983065307341,"Nova Scotia",11.7518248175182,216238.579868904,13963.9230808964,48496.925202297,1641.01577811994,10486.9062337532,NA
1964,1326.87990602578,755000,12.8983065307341,"Nova Scotia",11.970802919708,224524.860086506,14681.1942437031,49367.8145472411,1757.45682917322,11084.3016539959,NA
1965,1424.48320414384,756000,13.1897936839711,"Nova Scotia",12.2627737226277,232921.095838546,15365.5044538695,49872.3455052671,1884.23704251831,11616.3213671254,NA
1966,1570.89628211846,756000,13.481280837208,"Nova Scotia",12.7737226277372,238854.788236621,16267.0287717482,51486.8211026141,2077.90513507733,12297.8737514417,NA
1967,1707.98935813864,760000,13.8456397787541,"Nova Scotia",13.2116788321168,240105.563357606,17010.36217396,53842.4644203484,2247.35441860348,12927.8752522096,NA
1968,1884.43699990943,767000,14.3557422969188,"Nova Scotia",13.7226277372263,242638.144462818,17903.9549632162,56595.9383146005,2456.8930898428,13732.3334567868,NA
1969,2136.76274993757,775000,15.0115883917019,"Nova Scotia",14.3795620437956,248796.645788379,19173.8330926116,59726.3705050644,2757.1132257259,14859.720646774,NA
1970,2304.95642765236,782000,15.6674344864849,"Nova Scotia",14.8175182481752,250315.105306769,19892.0936961166,62144.1412866367,2947.51461336619,15555.6172703632,NA
1971,2477.34601848976,797294,15.8860498514126,"Nova Scotia",15.2554744525547,249040.558416747,20367.7218414431,65206.496970172,3107.19260208877,16239.0624178515,NA
1972,2839.8268498103,802255,16.614767734505,"Nova Scotia",15.985401459854,255454.388687033,22143.9902134312,69543.2439426241,3539.80573484777,17765.1268686763,NA
1973,3243.60701319445,812386,17.9993317123804,"Nova Scotia",17.2262773722628,272092.516206982,23177.9149241174,69202.2472945211,3992.69191393556,18829.4135935441,NA
1974,3630.06189251635,818751,19.748254631802,"Nova Scotia",19.1240875912409,285649.789441214,23183.6313437957,66450.6750853757,4433.65796501787,18981.6213463641,NA
1975,4042.76488345261,826549,21.7157929161512,"Nova Scotia",21.1678832116788,289205.022272079,23106.4086124025,66038.1994134427,4891.13758948666,19098.5789321727,NA
1976,4694.23247801444,835166,23.537587623882,"Nova Scotia",22.7007299270073,297900,24760.0755962687,69415.1503707062,5620.71789083181,20678.7732954334,NA
1977,5104.02081894856,840028,25.3593823316128,"Nova Scotia",24.5255474452555,298300,24774.2185590679,69765.4618428987,6076.01272689548,20811.0372677367,NA
1978,5781.98833893568,844628,27.3269206159621,"Nova Scotia",26.7153284671533,306000,25624.2532986614,70728.6333828162,6845.60343599275,21642.9618151418,NA
1979,6326.25553383758,849396,29.7316896301668,"Nova Scotia",29.1970802919708,317300,25509.2150226675,68286.8742621925,7447.94599201971,21667.4252033937,NA
1980,6533.14930832989,852659,32.9224075416969,"Nova Scotia",32.1167883211679,324400,23856.9595295208,62706.0766198573,7662.08919196289,20341.8512554817,NA
1981,8103,854871,36.8382886149384,"Nova Scotia",36.1313868613139,328300,26233.7649171452,68310.9498887751,9478.62309050137,22426.4848484848,NA
1982,9426,859038,40.319071791153,"Nova Scotia",40.0729927007299,321100,27381.8812470836,73254.6761218693,10972.7392734664,23522.0765027322,NA
1983,10673,868289,42.8571428571429,"Nova Scotia",42.4087591240876,324800,28984.5555340483,77484.5158254411,12291.9903396219,25166.9707401033,NA
1984,11940,877471,44.7425670775925,"Nova Scotia",44.2335766423358,339900,30762.3491909484,79414.7375902639,13607.2873063611,26993.0693069307,NA
1985,12943,885848,46.7730239303843,"Nova Scotia",45.985401459854,343700,31772.8198165926,81890.8608928976,14610.8587477761,28145.8888888889,NA
1986,14104,889087,48.2233502538071,"Nova Scotia",47.8832116788321,350500,33129.4912646344,84037.089871612,15863.4644303651,29455,NA
1987,15120,893606,49.8912255257433,"Nova Scotia",50,359000,33840.4173651475,84233.9832869081,16920.2086825738,30240,NA
1988,15960,897216,51.6316171138506,"Nova Scotia",51.970802919708,373700,34227.6002231322,82177.0151506496,17788.3586561096,30709.5505617977,NA
1989,17082,903841,53.952139231327,"Nova Scotia",54.5985401459854,381600,34615.1046501974,81987.8165674503,18899.3418090129,31286.550802139,NA
1990,17659,910451,56.7077592458303,"Nova Scotia",57.2262773722628,385300,33893.3138967525,80088.7659761543,19395.8818212073,30858.2015306122,NA
1991,18312,914969,60.1160261058738,"Nova Scotia",60.4379562043796,380600,33114.6088880718,79608.0940086972,20013.7928170244,30298.8405797101,NA
1992,18819,919451,60.5511240029007,"Nova Scotia",61.3138686131387,368900,33381.7602647045,83201.1191573404,20467.6486294539,30692.8928571429,NA
1993,18963,923925,61.276287164612,"Nova Scotia",62.4817518248175,366500,32848.6199799262,82809.4439698589,20524.3932137349,30349.6612149533,NA
1994,19312,926871,62.0014503263234,"Nova Scotia",62.5547445255474,372600,33307.9346458305,82856.0351398699,20835.6934244355,30872.1586931155,NA
1995,19864,928120,62.7991298042059,"Nova Scotia",63.941605839416,375900,33471.7975572754,82643.9072861358,21402.4048614403,31065.8447488585,NA
1996,20094,931327,63.9593908629442,"Nova Scotia",64.8905109489051,376800,33249.3385772735,82181.5465741941,21575.6656899242,30966.0067491564,NA
1997,21025,932402,65.2646845540247,"Nova Scotia",65.985401459854,382300,34173.1446383423,83345.8237171845,22549.2866810668,31863.1084070796,NA
1998,22048,931836,65.6997824510515,"Nova Scotia",66.6423357664234,395900,35504.181508052,83566.7453390683,23660.8158517164,33084.0744797371,NA
1999,23848,933784,66.7875271936186,"Nova Scotia",67.8102189781022,403700,37662.6078207275,87116.0281923958,25539.0968360991,35168.7405812702,NA
2000,25556,933821,69.108049311095,"Nova Scotia",69.6350364963504,411700,39300.8040540507,89142.3758624184,27367.1292463973,36699.9161425577,NA
2001,26807,932483,70.4133430021755,"Nova Scotia",71.3868613138686,415400,40270.6837726371,90398.9600779006,28747.977174919,37551.7280163599,NA
2002,28090,935172,72.5163161711385,"Nova Scotia",72.992700729927,422500,41151.0395948553,91084.7337278106,30037.2551787265,38483.3,NA
2003,29874,937681,74.9818709209572,"Nova Scotia",75.036496350365,431300,42458.6042152331,92308.4313914769,31859.4490023793,39812.626459144,NA
2004,30955,939625,76.3596809282088,"Nova Scotia",76.4233576642336,441700,43107.2313771052,91701.6805132726,32943.9936144739,40504.6322827125,NA
2005,32213,937931,78.4626540971719,"Nova Scotia",78.1021897810219,442100,43974.1113610603,93292.6537955002,34344.7439097332,41244.6822429907,NA
2006,32809,937880,80.0580130529369,"Nova Scotia",79.6350364963504,440200,43928.0105839263,93592.0094649087,34982.0872606304,41199.2025664528,NA
2007,34017,935164,81.5808556925308,"Nova Scotia",81.3868613138686,446300,44694.4842249487,93651.5183637462,36375.4378911079,41796.6726457399,NA
2008,35490,935965,84.0464104423495,"Nova Scotia",83.2846715328467,451800,45528.2873137167,94318.0244258141,37918.0845437597,42612.8834355828,NA
2009,35005,938266,83.9013778100072,"Nova Scotia",83.5036496350365,450700,44678.5063367674,93011.5895863621,37308.1833936219,41920.3234265734,NA
2010,36921,942144,85.7142857142857,"Nova Scotia",85.036496350365,452500,46084.0681744832,95951.0018258127,39188.2769512941,43417.8283261803,NA
2011,37731,944095,88.977519941987,"Nova Scotia",87.5182481751825,454900,45665.0567931839,94772.8111522554,39965.2577335967,43112.151793161,NA
2012,37933,943163,90.7179115300943,"Nova Scotia",88.8321167883212,458100,45275.2049328767,93215.2327223463,40218.9229221248,42701.8981101068,NA
2013,38725,939808,91.8056562726613,"Nova Scotia",89.6350364963504,455300,45969.9984600084,94889.0233092545,41205.2248970002,43202.9723127036,NA
2014,39838,937768,93.4010152284264,"Nova Scotia",91.3868613138686,448000,46485.5909782709,97305.1332154267,42481.7225582447,43592.6996805112,NA
